Timestamp;From;To
2014-04-24 15:57:25;Leontien@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-24 15:59:45;Ursul@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-24 16:03:27;Jantien@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-24 16:06:31;Jantien@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-24 16:08:37;Fiona@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-24 16:11:41;Ursul@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-24 16:13:44;Otto@DutchFlowers.nl;Steve@DutchFlowers.nl
2014-04-24 16:17:11;Koosje@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-24 16:19:43;Koosje@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-24 16:20:37;Steve@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-24 16:23:23;Ellen@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-24 16:26:15;Iris@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-24 16:30:54;Ellen@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-24 16:31:21;Ronald@DutchFlowers.nl;Ton@DutchFlowers.nl
2014-04-24 16:36:05;Ellen@DutchFlowers.nl;Yorik@DutchFlowers.nl
2014-04-24 16:38:31;Koosje@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-24 16:43:10;Leontien@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-24 16:44:10;Victor@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-24 16:49:09;Britt@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-24 16:49:47;Jantien@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-24 16:50:05;Jantien@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-24 16:50:16;Koosje@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-24 16:52:25;Ronald@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-24 16:53:10;Otto@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-24 16:53:13;Leontien@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-24 16:58:11;Leontien@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-24 16:58:45;Zach@DutchFlowers.nl;Ton@DutchFlowers.nl
2014-04-24 17:00:34;Koosje@DutchFlowers.nl;Xander@DutchFlowers.nl
2014-04-24 17:00:49;Britt@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-24 17:04:04;Anouk@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-24 17:08:54;Otto@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-24 17:11:11;Grace@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-24 17:13:28;Dolores@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-24 17:15:58;Xander@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-24 17:19:44;Jantien@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-24 17:23:09;Nico@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-25 09:07:35;Quincy@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-25 09:10:33;Xander@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-25 09:10:45;Jantien@DutchFlowers.nl;Xander@DutchFlowers.nl
2014-04-25 09:12:39;Leontien@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-25 09:13:21;Anouk@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-25 09:15:43;Iris@DutchFlowers.nl;Yorik@DutchFlowers.nl
2014-04-25 09:19:53;Otto@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-25 09:20:51;Otto@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-25 09:25:38;Zach@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-25 09:27:16;Helen@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-25 09:30:49;Steve@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-25 09:32:06;Nico@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-25 09:33:06;Iris@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-25 09:33:29;Ton@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-25 09:35:31;Steve@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-25 09:37:31;Otto@DutchFlowers.nl;Nico@DutchFlowers.nl
2014-04-25 09:38:26;Ursul@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-25 09:41:05;Otto@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-25 09:41:22;Ellen@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-25 09:41:52;Peter@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-25 09:42:14;Claudia@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-25 09:45:54;Britt@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-25 09:47:55;Ronald@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-25 09:49:50;Manon@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-25 09:52:46;Zach@DutchFlowers.nl;Ton@DutchFlowers.nl
2014-04-25 09:55:56;Dolores@DutchFlowers.nl;Ronald@DutchFlowers.nl
2014-04-25 09:57:56;Fiona@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-25 10:01:02;Anouk@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-25 10:05:08;Victor@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-25 10:09:14;Willem@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-25 10:13:39;Otto@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-25 10:17:43;Helen@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-25 10:20:18;Ursul@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-25 10:20:27;Steve@DutchFlowers.nl;Ton@DutchFlowers.nl
2014-04-25 10:22:18;Anouk@DutchFlowers.nl;Steve@DutchFlowers.nl
2014-04-25 10:25:43;Otto@DutchFlowers.nl;Zach@DutchFlowers.nl
2014-04-25 10:26:18;Grace@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-25 10:28:20;Anouk@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-25 10:29:25;Helen@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-25 10:31:11;Otto@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-25 10:34:46;Jantien@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-25 10:37:57;Nico@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-25 10:39:13;Ursul@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-25 10:43:37;Xander@DutchFlowers.nl;Zach@DutchFlowers.nl
2014-04-25 10:46:05;Claudia@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-25 10:49:21;Nico@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-25 10:52:08;Xander@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-25 10:52:39;Xander@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-25 10:56:49;Britt@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-25 10:58:29;Britt@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-25 11:01:51;Helen@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-25 11:04:32;Helen@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-25 11:06:44;Dolores@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-25 11:10:19;Peter@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-25 11:12:35;Quincy@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-25 11:14:04;Helen@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-25 11:17:20;Anouk@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-25 11:17:27;Fiona@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-25 11:20:47;Grace@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-25 11:21:07;Iris@DutchFlowers.nl;Steve@DutchFlowers.nl
2014-04-25 11:26:03;Fiona@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-25 11:26:12;Koosje@DutchFlowers.nl;Ton@DutchFlowers.nl
2014-04-25 11:29:26;Britt@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-25 11:32:53;Ellen@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-25 11:34:50;Helen@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-25 11:38:15;Ronald@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-25 11:41:50;Fiona@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-25 11:43:40;Iris@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-25 11:46:29;Anouk@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-25 11:50:33;Helen@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-25 11:52:41;Steve@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-25 11:56:45;Otto@DutchFlowers.nl;Ton@DutchFlowers.nl
2014-04-25 11:59:11;Anouk@DutchFlowers.nl;Yorik@DutchFlowers.nl
2014-04-25 11:59:18;Peter@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-25 12:02:08;Yorik@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-25 12:04:18;Dolores@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-25 12:05:33;Iris@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-25 12:09:21;Manon@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-25 12:13:11;Koosje@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-25 12:17:42;Otto@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-25 12:22:37;Otto@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-25 12:26:09;Zach@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-25 12:29:48;Manon@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-25 12:32:44;Steve@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-25 12:32:48;Anouk@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-25 12:34:07;Yorik@DutchFlowers.nl;Ronald@DutchFlowers.nl
2014-04-25 12:35:48;Fiona@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-25 12:38:53;Claudia@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-25 12:40:41;Leontien@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-25 12:41:37;Ton@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-25 12:44:41;Ursul@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-25 12:47:49;Dolores@DutchFlowers.nl;Steve@DutchFlowers.nl
2014-04-25 12:49:23;Fiona@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-25 12:52:19;Ton@DutchFlowers.nl;Zach@DutchFlowers.nl
2014-04-25 12:56:52;Peter@DutchFlowers.nl;Xander@DutchFlowers.nl
2014-04-25 12:57:14;Grace@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-25 13:01:17;Koosje@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-25 13:06:03;Ursul@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-25 13:08:19;Xander@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-25 13:11:53;Quincy@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-25 13:14:28;Nico@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-25 13:15:55;Anouk@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-25 13:19:24;Victor@DutchFlowers.nl;Steve@DutchFlowers.nl
2014-04-25 13:20:05;Xander@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-25 13:23:37;Leontien@DutchFlowers.nl;Zach@DutchFlowers.nl
2014-04-25 13:23:37;Ellen@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-25 13:26:22;Xander@DutchFlowers.nl;Steve@DutchFlowers.nl
2014-04-25 13:30:37;Koosje@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-25 13:34:52;Jantien@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-25 13:38:18;Fiona@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-25 13:42:01;Jantien@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-25 13:42:45;Koosje@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-25 13:44:55;Yorik@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-25 13:48:36;Ton@DutchFlowers.nl;Xander@DutchFlowers.nl
2014-04-25 13:49:42;Steve@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-25 13:53:11;Manon@DutchFlowers.nl;Zach@DutchFlowers.nl
2014-04-25 13:53:47;Otto@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-25 13:55:27;Leontien@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-25 13:57:57;Jantien@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-25 14:00:01;Otto@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-25 14:02:54;Leontien@DutchFlowers.nl;Yorik@DutchFlowers.nl
2014-04-25 14:03:41;Helen@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-25 14:07:46;Willem@DutchFlowers.nl;Zach@DutchFlowers.nl
2014-04-25 14:09:56;Manon@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-25 14:13:10;Xander@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-25 14:16:19;Ursul@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-25 14:17:00;Britt@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-25 14:19:14;Ellen@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-25 14:23:35;Jantien@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-25 14:25:06;Anouk@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-25 14:26:44;Britt@DutchFlowers.nl;Zach@DutchFlowers.nl
2014-04-25 14:29:08;Ursul@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-25 14:29:59;Ton@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-25 14:30:30;Jantien@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-25 14:33:37;Peter@DutchFlowers.nl;Nico@DutchFlowers.nl
2014-04-25 14:35:54;Jantien@DutchFlowers.nl;Steve@DutchFlowers.nl
2014-04-25 14:39:02;Manon@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-25 14:44:00;Koosje@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-25 14:46:10;Koosje@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-25 14:46:30;Grace@DutchFlowers.nl;Ton@DutchFlowers.nl
2014-04-25 14:47:47;Ton@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-25 14:48:38;Grace@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-25 14:50:37;Anouk@DutchFlowers.nl;Nico@DutchFlowers.nl
2014-04-25 14:54:35;Ellen@DutchFlowers.nl;Ton@DutchFlowers.nl
2014-04-25 14:59:33;Manon@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-25 15:02:51;Jantien@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-25 15:03:33;Zach@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-25 15:08:04;Grace@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-25 15:09:36;Ellen@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-25 15:11:17;Ursul@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-25 15:11:36;Ellen@DutchFlowers.nl;Steve@DutchFlowers.nl
2014-04-25 15:15:16;Iris@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-25 15:18:44;Nico@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-25 15:20:25;Claudia@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-25 15:23:35;Manon@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-25 15:26:12;Victor@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-25 15:30:17;Jantien@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-25 15:32:34;Helen@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-25 15:32:34;Ronald@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-25 15:36:18;Ursul@DutchFlowers.nl;Steve@DutchFlowers.nl
2014-04-25 15:40:20;Grace@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-25 15:44:58;Iris@DutchFlowers.nl;Otto@DutchFlowers.nl
2014-04-25 15:48:37;Manon@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-25 15:51:04;Nico@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-25 15:52:59;Xander@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-25 15:55:29;Ton@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-25 15:55:55;Dolores@DutchFlowers.nl;Ton@DutchFlowers.nl
2014-04-25 16:00:00;Leontien@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-25 16:04:23;Britt@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-25 16:08:11;Ursul@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-25 16:11:53;Leontien@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-25 16:14:38;Britt@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-25 16:16:45;Claudia@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-25 16:19:05;Peter@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-25 16:23:18;Dolores@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-25 16:26:07;Leontien@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-25 16:29:12;Fiona@DutchFlowers.nl;Zach@DutchFlowers.nl
2014-04-25 16:30:28;Leontien@DutchFlowers.nl;Yorik@DutchFlowers.nl
2014-04-25 16:33:53;Ursul@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-25 16:37:02;Quincy@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-25 16:38:52;Yorik@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-25 16:41:05;Jantien@DutchFlowers.nl;Zach@DutchFlowers.nl
2014-04-25 16:46:01;Anouk@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-25 16:49:49;Fiona@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-25 16:52:54;Fiona@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-25 16:54:05;Britt@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-25 16:55:04;Jantien@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-25 16:57:44;Leontien@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-25 17:02:40;Anouk@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-25 17:02:46;Claudia@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-25 17:07:37;Anouk@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-25 17:12:25;Claudia@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-25 17:15:47;Yorik@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-25 17:18:15;Ton@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-25 17:21:02;Jantien@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-25 17:23:38;Dolores@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-25 17:25:27;Yorik@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-25 17:25:57;Yorik@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-25 17:30:57;Nico@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-25 17:33:48;Ursul@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-28 09:05:07;Peter@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-28 09:07:33;Helen@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-28 09:09:49;Leontien@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-28 09:14:32;Xander@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-28 09:15:17;Jantien@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-28 09:15:46;Otto@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-28 09:18:33;Iris@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-28 09:18:53;Ellen@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-28 09:22:14;Ursul@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-28 09:25:50;Otto@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-28 09:26:56;Manon@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-28 09:31:08;Ursul@DutchFlowers.nl;Otto@DutchFlowers.nl
2014-04-28 09:34:07;Fiona@DutchFlowers.nl;Xander@DutchFlowers.nl
2014-04-28 09:35:58;Otto@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-28 09:39:13;Otto@DutchFlowers.nl;Steve@DutchFlowers.nl
2014-04-28 09:42:49;Ronald@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-28 09:42:49;Zach@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-28 09:46:02;Nico@DutchFlowers.nl;Zach@DutchFlowers.nl
2014-04-28 09:46:49;Zach@DutchFlowers.nl;Ton@DutchFlowers.nl
2014-04-28 09:51:12;Victor@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-28 09:51:30;Willem@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-28 09:51:40;Helen@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-28 09:56:01;Koosje@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-28 09:59:02;Anouk@DutchFlowers.nl;Ton@DutchFlowers.nl
2014-04-28 09:59:43;Jantien@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-28 10:01:18;Anouk@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-28 10:03:58;Jantien@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-28 10:07:48;Victor@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-28 10:11:32;Leontien@DutchFlowers.nl;Otto@DutchFlowers.nl
2014-04-28 10:14:10;Yorik@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-28 10:14:15;Leontien@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-28 10:17:41;Iris@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-28 10:20:08;Iris@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-28 10:21:17;Ursul@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-28 10:23:51;Ursul@DutchFlowers.nl;Otto@DutchFlowers.nl
2014-04-28 10:24:42;Leontien@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-28 10:25:08;Jantien@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-28 10:27:13;Claudia@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-28 10:29:29;Nico@DutchFlowers.nl;Ronald@DutchFlowers.nl
2014-04-28 10:32:24;Victor@DutchFlowers.nl;Nico@DutchFlowers.nl
2014-04-28 10:37:18;Britt@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-28 10:37:19;Helen@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-28 10:41:29;Quincy@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-28 10:44:55;Yorik@DutchFlowers.nl;Steve@DutchFlowers.nl
2014-04-28 10:48:49;Helen@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-28 10:49:39;Steve@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-28 10:51:24;Koosje@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-28 10:55:25;Ronald@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-28 10:56:20;Anouk@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-28 10:59:58;Steve@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-28 11:01:14;Jantien@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-28 11:02:27;Fiona@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-28 11:03:22;Koosje@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-28 11:07:01;Ronald@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-28 11:11:42;Ellen@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-28 11:13:17;Koosje@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-28 11:15:34;Iris@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-28 11:17:21;Britt@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-28 11:22:14;Ronald@DutchFlowers.nl;Ton@DutchFlowers.nl
2014-04-28 11:27:01;Helen@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-28 11:30:50;Willem@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-28 11:32:16;Willem@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-28 11:37:15;Otto@DutchFlowers.nl;Xander@DutchFlowers.nl
2014-04-28 11:42:13;Ellen@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-28 11:43:18;Dolores@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-28 11:44:00;Otto@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-28 11:46:47;Jantien@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-28 11:51:37;Ellen@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-28 11:54:37;Peter@DutchFlowers.nl;Xander@DutchFlowers.nl
2014-04-28 11:57:05;Steve@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-28 12:00:15;Iris@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-28 12:00:26;Helen@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-28 12:04:35;Peter@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-28 12:05:32;Leontien@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-28 12:10:30;Koosje@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-28 12:12:46;Otto@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-28 12:13:16;Yorik@DutchFlowers.nl;Otto@DutchFlowers.nl
2014-04-28 12:16:24;Anouk@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-28 12:19:35;Claudia@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-28 12:20:34;Iris@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-28 12:22:28;Ursul@DutchFlowers.nl;Britt@DutchFlowers.nl
